student_id,gender,department,location,study_mode,parental_edu,internet_access,part_time_job,study_hours_day,attendance_pct,prev_gpa,final_grade,dropout_risk,attendance_band,grade_letter
STU0731,Male,Civil,Semi-Urban,Part-Time,Post-Graduate,1,0,1.0,82.0,6.03,4.6,1,75-89%,D
STU0732,Male,Mechanical,Urban,Full-Time,Graduate,0,1,6.0,94.0,8.35,8.91,0,90%+,A
STU0733,Female,Mechanical,Semi-Urban,Full-Time,Graduate,1,0,5.0,40.0,6.48,7.59,1,<60%,B
STU0734,Female,Computer Science,Urban,Full-Time,High School,0,0,2.0,96.0,5.19,5.21,0,90%+,D
STU0735,Female,Arts,Urban,Full-Time,Graduate,1,0,3.0,54.0,4.36,3.61,1,<60%,F
STU0736,Male,Mechanical,Rural,Part-Time,High School,0,1,6.0,85.0,6.34,6.98,0,75-89%,C
STU0737,Male,Computer Science,Urban,Full-Time,Graduate,0,0,8.0,74.0,4.92,6.82,0,60-74%,C
STU0738,Female,Civil,Urban,Full-Time,Post-Graduate,0,0,2.0,88.0,7.45,6.51,0,75-89%,C
STU0739,Male,Computer Science,Urban,Full-Time,High School,0,0,1.0,64.0,9.12,5.67,0,60-74%,C
STU0740,Female,Mechanical,Urban,Full-Time,Post-Graduate,1,0,6.0,84.0,4.7,7.59,0,75-89%,B
STU0741,Male,Mechanical,Semi-Urban,Full-Time,Post-Graduate,0,0,5.0,95.0,9.58,9.5,0,90%+,A
STU0742,Female,Electronics,Rural,Full-Time,Graduate,1,0,1.0,97.0,8.34,5.45,1,90%+,D
STU0743,Male,Civil,Rural,Full-Time,Post-Graduate,1,0,4.0,96.0,9.57,7.46,0,90%+,B
STU0744,Male,Business,Urban,Full-Time,High School,0,0,6.0,41.0,9.22,4.76,1,<60%,D
STU0745,Female,Mechanical,Semi-Urban,Full-Time,Post-Graduate,0,0,5.0,61.0,7.43,5.56,0,60-74%,C
STU0746,Male,Computer Science,Rural,Full-Time,Graduate,0,0,8.0,96.0,9.2,9.99,0,90%+,A
STU0747,Female,Civil,Urban,Full-Time,Post-Graduate,0,0,1.0,85.0,4.48,5.89,0,75-89%,C
STU0748,Female,Business,Rural,Full-Time,High School,1,1,3.0,69.0,8.64,7.49,0,60-74%,B
STU0749,Female,Electronics,Urban,Part-Time,High School,1,1,6.0,44.0,5.58,7.15,1,<60%,B
STU0750,Male,Civil,Semi-Urban,Full-Time,Graduate,1,0,2.0,43.0,4.65,3.03,1,<60%,F
STU0751,Male,Electronics,Rural,Part-Time,Graduate,1,0,5.0,55.0,7.28,7.11,1,<60%,B
STU0752,Male,Computer Science,Semi-Urban,Full-Time,High School,1,0,9.0,80.0,7.38,8.37,0,75-89%,B
STU0753,Male,Civil,Urban,Full-Time,Graduate,1,0,2.0,86.0,4.76,5.18,0,75-89%,D
STU0754,Female,Arts,Urban,Full-Time,Graduate,1,0,2.0,41.0,7.18,3.79,1,<60%,F
STU0755,Female,Business,Urban,Part-Time,Graduate,1,0,8.0,77.0,9.1,9.77,0,75-89%,A
STU0756,Female,Civil,Urban,Full-Time,Graduate,1,0,8.0,47.0,6.94,7.37,1,<60%,B
STU0757,Female,Mechanical,Semi-Urban,Full-Time,High School,0,1,4.0,47.0,8.99,6.02,1,<60%,C
STU0758,Male,Computer Science,Urban,Full-Time,Graduate,1,0,5.0,40.0,7.05,5.47,0,<60%,D
STU0759,Female,Computer Science,Urban,Full-Time,High School,0,0,2.0,57.0,5.92,3.27,1,<60%,F
STU0760,Female,Electronics,Rural,Full-Time,Graduate,1,1,4.0,77.0,7.05,5.04,0,75-89%,D
STU0761,Female,Arts,Urban,Full-Time,High School,1,1,9.0,51.0,5.19,6.19,1,<60%,C
STU0762,Male,Electronics,Semi-Urban,Full-Time,High School,1,0,6.0,78.0,9.2,7.68,0,75-89%,B
STU0763,Female,Business,Semi-Urban,Full-Time,High School,1,0,3.0,70.0,5.69,7.51,0,60-74%,B
STU0764,Female,Electronics,Urban,Part-Time,Post-Graduate,1,0,8.0,62.0,5.04,7.08,0,60-74%,B
STU0765,Female,Civil,Semi-Urban,Full-Time,High School,1,0,1.0,56.0,9.34,7.58,1,<60%,B
STU0766,Female,Business,Urban,Full-Time,High School,1,0,2.0,53.0,9.81,7.8,1,<60%,B
STU0767,Female,Arts,Semi-Urban,Full-Time,High School,1,0,4.0,77.0,9.89,7.15,0,75-89%,B
STU0768,Female,Arts,Urban,Part-Time,Graduate,1,0,8.0,70.0,4.74,5.47,0,60-74%,D
STU0769,Female,Business,Rural,Full-Time,Graduate,1,0,6.0,44.0,4.12,4.76,1,<60%,D
STU0770,Female,Business,Semi-Urban,Full-Time,High School,1,0,3.0,76.0,7.94,6.59,0,75-89%,C
STU0771,Female,Mechanical,Semi-Urban,Full-Time,High School,1,0,3.0,43.0,9.73,5.19,0,<60%,D
STU0772,Male,Business,Urban,Full-Time,Graduate,1,0,3.0,97.0,6.85,6.2,0,90%+,C
STU0773,Male,Business,Rural,Full-Time,High School,1,0,7.0,42.0,7.9,6.69,1,<60%,C
STU0774,Male,Electronics,Urban,Full-Time,High School,0,0,9.0,88.0,4.04,5.77,0,75-89%,C
STU0775,Female,Arts,Urban,Full-Time,None,1,0,5.0,52.0,7.24,4.91,1,<60%,D
STU0776,Male,Electronics,Semi-Urban,Part-Time,Graduate,1,1,6.0,40.0,4.17,4.34,1,<60%,D
STU0777,Female,Electronics,Rural,Full-Time,Graduate,0,1,6.0,80.0,5.76,6.73,0,75-89%,C
STU0778,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,0,4.0,97.0,4.91,6.7,0,90%+,C
STU0779,Female,Computer Science,Semi-Urban,Full-Time,High School,1,1,5.0,75.0,6.87,7.19,0,75-89%,B
STU0780,Female,Business,Semi-Urban,Part-Time,Graduate,1,0,4.0,97.0,4.95,7.38,0,90%+,B
STU0781,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,0,4.0,74.0,4.13,5.87,0,60-74%,C
STU0782,Female,Electronics,Rural,Full-Time,Graduate,1,0,5.0,80.0,8.55,7.69,0,75-89%,B
STU0783,Male,Mechanical,Urban,Full-Time,Post-Graduate,1,0,3.0,94.0,6.67,6.69,0,90%+,C
STU0784,Female,Computer Science,Urban,Full-Time,High School,1,0,9.0,48.0,8.83,9.37,0,<60%,A
STU0785,Male,Arts,Rural,Full-Time,High School,0,0,5.0,88.0,7.73,7.46,0,75-89%,B
STU0786,Male,Arts,Urban,Full-Time,Graduate,0,0,3.0,92.0,6.88,5.58,0,90%+,C
STU0787,Female,Arts,Urban,Full-Time,High School,1,0,5.0,52.0,8.73,6.62,0,<60%,C
STU0788,Female,Civil,Urban,Full-Time,None,0,0,2.0,44.0,7.52,4.14,1,<60%,D
STU0789,Female,Computer Science,Rural,Full-Time,Graduate,0,0,5.0,99.0,7.02,7.9,0,90%+,B
STU0790,Male,Civil,Semi-Urban,Full-Time,None,0,0,5.0,52.0,6.2,5.74,1,<60%,C
STU0791,Female,Computer Science,Urban,Full-Time,Post-Graduate,1,0,6.0,95.0,8.98,8.26,0,90%+,B
STU0792,Male,Business,Urban,Full-Time,Graduate,1,0,8.0,49.0,7.05,7.04,1,<60%,B
STU0793,Male,Electronics,Rural,Full-Time,Graduate,0,0,7.0,77.0,6.47,6.3,0,75-89%,C
STU0794,Male,Business,Urban,Full-Time,Graduate,1,1,3.0,47.0,5.38,3.87,1,<60%,F
STU0795,Female,Electronics,Semi-Urban,Part-Time,Graduate,1,1,4.0,55.0,4.87,4.47,1,<60%,D
STU0796,Male,Business,Urban,Part-Time,Graduate,0,1,6.0,80.0,7.13,5.54,0,75-89%,C
STU0797,Male,Business,Rural,Full-Time,Post-Graduate,0,1,8.0,70.0,8.28,7.53,0,60-74%,B
STU0798,Female,Business,Semi-Urban,Full-Time,Post-Graduate,1,1,8.0,62.0,5.63,7.31,0,60-74%,B
STU0799,Female,Computer Science,Urban,Full-Time,Post-Graduate,0,0,7.0,81.0,8.65,7.97,0,75-89%,B
STU0800,Female,Arts,Urban,Full-Time,Post-Graduate,0,1,8.0,91.0,9.81,9.34,0,90%+,A
STU0801,Female,Mechanical,Urban,Full-Time,High School,1,0,6.0,84.0,5.39,7.61,0,75-89%,B
STU0802,Male,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,1,6.0,91.0,4.22,7.33,0,90%+,B
STU0803,Female,Arts,Semi-Urban,Full-Time,Graduate,0,0,4.0,72.0,9.77,7.19,0,60-74%,B
STU0804,Male,Arts,Urban,Full-Time,High School,1,1,4.0,82.0,7.05,6.41,0,75-89%,C
STU0805,Female,Mechanical,Urban,Full-Time,High School,1,1,4.0,53.0,7.38,4.44,1,<60%,D
STU0806,Female,Electronics,Rural,Full-Time,Graduate,1,1,5.0,78.0,7.54,6.92,0,75-89%,C
STU0807,Female,Business,Rural,Part-Time,Post-Graduate,1,1,4.0,60.0,8.73,7.3,0,60-74%,B
STU0808,Female,Computer Science,Semi-Urban,Full-Time,High School,1,1,5.0,74.0,8.97,6.68,0,60-74%,C
STU0809,Female,Electronics,Urban,Full-Time,Post-Graduate,1,1,7.0,40.0,6.37,5.67,1,<60%,C
STU0810,Male,Computer Science,Urban,Full-Time,Graduate,1,0,2.0,91.0,7.21,5.95,0,90%+,C
STU0811,Female,Computer Science,Urban,Part-Time,Post-Graduate,1,1,7.0,61.0,8.76,8.66,0,60-74%,A
STU0812,Male,Arts,Semi-Urban,Full-Time,None,1,0,8.0,87.0,7.88,7.69,0,75-89%,B
STU0813,Female,Arts,Rural,Part-Time,None,1,0,5.0,71.0,9.45,8.66,0,60-74%,A
STU0814,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,6.0,75.0,4.74,8.09,0,75-89%,B
STU0815,Male,Mechanical,Urban,Full-Time,Graduate,1,0,9.0,89.0,6.33,7.97,0,75-89%,B
STU0816,Male,Computer Science,Semi-Urban,Full-Time,High School,1,1,5.0,49.0,4.67,4.99,1,<60%,D
STU0817,Male,Business,Rural,Full-Time,Graduate,1,1,5.0,70.0,6.0,7.18,0,60-74%,B
STU0818,Female,Electronics,Semi-Urban,Part-Time,High School,1,1,5.0,55.0,8.63,7.55,1,<60%,B
STU0819,Male,Computer Science,Rural,Full-Time,Graduate,1,1,4.0,71.0,9.41,7.05,0,60-74%,B
STU0820,Male,Civil,Rural,Part-Time,Graduate,1,1,2.0,72.0,6.72,6.25,0,60-74%,C
STU0821,Male,Civil,Semi-Urban,Full-Time,Post-Graduate,1,1,3.0,91.0,8.87,7.87,0,90%+,B
STU0822,Female,Arts,Rural,Full-Time,Post-Graduate,1,1,5.0,47.0,8.16,7.25,0,<60%,B
STU0823,Male,Arts,Semi-Urban,Full-Time,None,1,0,6.0,71.0,5.68,5.92,0,60-74%,C
STU0824,Female,Electronics,Urban,Full-Time,Post-Graduate,1,1,4.0,82.0,5.6,4.98,1,75-89%,D
STU0825,Female,Electronics,Urban,Full-Time,Graduate,0,0,3.0,44.0,8.99,6.24,0,<60%,C
STU0826,Male,Electronics,Rural,Full-Time,High School,0,1,1.0,62.0,4.88,4.4,1,60-74%,D
STU0827,Male,Arts,Urban,Full-Time,High School,1,0,2.0,63.0,5.36,3.58,1,60-74%,F
STU0828,Male,Electronics,Semi-Urban,Full-Time,High School,1,1,7.0,48.0,4.0,5.34,1,<60%,D
STU0829,Female,Business,Rural,Full-Time,High School,1,0,1.0,54.0,7.35,6.73,1,<60%,C
STU0830,Male,Electronics,Semi-Urban,Full-Time,High School,1,1,4.0,85.0,5.56,7.17,0,75-89%,B
STU0831,Female,Business,Urban,Full-Time,None,1,1,1.0,71.0,5.15,4.87,1,60-74%,D
STU0832,Female,Arts,Semi-Urban,Full-Time,High School,1,1,9.0,43.0,8.6,8.21,1,<60%,B
STU0833,Male,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,0,7.0,61.0,7.05,10.0,0,60-74%,A
STU0834,Female,Civil,Rural,Full-Time,Graduate,1,1,9.0,77.0,7.05,8.99,0,75-89%,A
STU0835,Male,Computer Science,Urban,Full-Time,Graduate,1,1,4.0,69.0,8.42,5.98,0,60-74%,C
STU0836,Female,Mechanical,Semi-Urban,Full-Time,Graduate,1,0,9.0,40.0,9.01,9.18,1,<60%,A
STU0837,Male,Computer Science,Semi-Urban,Full-Time,Graduate,0,1,1.0,56.0,5.64,4.07,1,<60%,D
STU0838,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,6.0,86.0,8.9,7.23,0,75-89%,B
STU0839,Female,Mechanical,Urban,Full-Time,High School,0,0,1.0,57.0,6.57,4.15,1,<60%,D
STU0840,Male,Business,Semi-Urban,Part-Time,Graduate,0,1,1.0,51.0,6.47,3.43,1,<60%,F
STU0841,Male,Computer Science,Urban,Full-Time,None,0,0,2.0,92.0,8.3,6.87,0,90%+,C
STU0842,Female,Mechanical,Rural,Full-Time,Post-Graduate,1,1,8.0,54.0,6.4,6.8,0,<60%,C
STU0843,Female,Mechanical,Semi-Urban,Full-Time,High School,1,1,8.0,66.0,7.4,6.59,0,60-74%,C
STU0844,Male,Civil,Urban,Full-Time,Post-Graduate,1,1,5.0,59.0,4.26,4.98,1,<60%,D
STU0845,Male,Business,Rural,Part-Time,High School,0,0,5.0,67.0,6.43,6.02,0,60-74%,C
STU0846,Male,Business,Semi-Urban,Part-Time,High School,0,0,8.0,63.0,8.51,6.83,0,60-74%,C
STU0847,Male,Computer Science,Urban,Full-Time,High School,0,0,7.0,79.0,5.89,8.37,0,75-89%,B
STU0848,Female,Civil,Urban,Full-Time,Post-Graduate,1,1,6.0,57.0,9.38,8.44,1,<60%,B
STU0849,Female,Mechanical,Urban,Full-Time,Graduate,1,1,4.0,60.0,4.54,4.87,0,60-74%,D
STU0850,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,4.0,83.0,7.69,6.86,0,75-89%,C
STU0851,Male,Computer Science,Urban,Full-Time,Graduate,1,1,9.0,63.0,7.27,6.49,0,60-74%,C
STU0852,Female,Arts,Urban,Part-Time,High School,1,0,4.0,93.0,9.27,9.38,0,90%+,A
STU0853,Male,Arts,Semi-Urban,Full-Time,None,1,1,6.0,62.0,8.0,8.09,0,60-74%,B
STU0854,Female,Arts,Urban,Full-Time,Graduate,0,0,9.0,50.0,7.05,5.11,1,<60%,D
STU0855,Male,Electronics,Semi-Urban,Full-Time,Graduate,1,0,6.0,88.0,6.11,7.8,0,75-89%,B
STU0856,Male,Arts,Rural,Full-Time,Graduate,1,0,5.0,44.0,7.05,5.5,1,<60%,D
STU0857,Female,Civil,Urban,Full-Time,Post-Graduate,1,0,6.0,68.0,4.78,5.29,0,60-74%,D
STU0858,Male,Electronics,Semi-Urban,Full-Time,Graduate,1,1,3.0,70.0,5.49,5.8,0,60-74%,C
STU0859,Male,Computer Science,Urban,Full-Time,Graduate,1,0,2.0,47.0,8.25,5.91,1,<60%,C
STU0860,Male,Electronics,Urban,Full-Time,High School,0,1,8.0,41.0,4.32,5.7,1,<60%,C
STU0861,Male,Arts,Semi-Urban,Part-Time,High School,1,0,9.0,61.0,4.82,7.22,0,60-74%,B
STU0862,Male,Electronics,Urban,Full-Time,Graduate,0,1,9.0,83.0,7.52,7.88,0,75-89%,B
STU0863,Male,Business,Urban,Full-Time,High School,1,1,8.0,73.0,7.69,9.03,0,60-74%,A
STU0864,Female,Arts,Semi-Urban,Full-Time,Graduate,1,0,3.0,91.0,7.19,6.17,0,90%+,C
STU0865,Male,Civil,Semi-Urban,Full-Time,High School,1,0,9.0,92.0,7.54,8.96,0,90%+,A
STU0866,Male,Business,Rural,Full-Time,High School,0,1,6.0,84.0,8.24,7.38,0,75-89%,B
STU0867,Female,Electronics,Urban,Full-Time,High School,1,1,9.0,44.0,6.74,6.84,0,<60%,C
STU0868,Female,Computer Science,Rural,Full-Time,High School,1,0,9.0,56.0,5.83,7.22,0,<60%,B
STU0869,Male,Electronics,Urban,Full-Time,Post-Graduate,1,0,7.0,63.0,8.66,6.6,0,60-74%,C
STU0870,Female,Arts,Urban,Part-Time,None,1,0,7.0,76.0,6.85,7.32,0,75-89%,B
STU0871,Male,Civil,Urban,Full-Time,Graduate,1,0,8.0,49.0,9.18,6.94,1,<60%,C
STU0872,Male,Civil,Urban,Full-Time,Post-Graduate,1,1,7.0,57.0,6.68,6.04,1,<60%,C
STU0873,Female,Business,Semi-Urban,Full-Time,Post-Graduate,0,0,1.0,77.0,5.67,6.37,0,75-89%,C
STU0874,Male,Electronics,Rural,Part-Time,High School,1,1,6.0,69.0,7.02,7.9,0,60-74%,B
STU0875,Female,Mechanical,Urban,Full-Time,Graduate,1,0,8.0,84.0,6.81,7.31,0,75-89%,B
STU0876,Female,Computer Science,Semi-Urban,Full-Time,High School,0,0,8.0,57.0,9.81,8.19,1,<60%,B
STU0877,Female,Computer Science,Rural,Full-Time,Post-Graduate,1,0,9.0,94.0,7.05,9.51,0,90%+,A
STU0878,Female,Arts,Semi-Urban,Part-Time,High School,1,0,3.0,73.0,4.21,5.68,0,60-74%,C
STU0879,Male,Computer Science,Urban,Full-Time,High School,1,1,8.0,99.0,7.2,7.86,0,90%+,B
STU0880,Male,Business,Semi-Urban,Full-Time,None,1,0,3.0,68.0,5.91,5.97,0,60-74%,C
STU0881,Male,Mechanical,Urban,Full-Time,Graduate,1,0,4.0,52.0,7.05,8.52,1,<60%,A
STU0882,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,2.0,84.0,8.01,7.26,0,75-89%,B
STU0883,Male,Computer Science,Rural,Full-Time,High School,1,0,8.0,88.0,8.18,8.38,0,75-89%,B
STU0884,Male,Arts,Urban,Full-Time,High School,1,0,3.0,75.0,6.93,8.02,0,75-89%,B
STU0885,Female,Mechanical,Urban,Full-Time,High School,1,0,8.0,52.0,6.65,8.47,1,<60%,B
STU0886,Male,Business,Urban,Full-Time,High School,0,0,3.0,88.0,5.08,4.61,0,75-89%,D
STU0887,Male,Electronics,Urban,Part-Time,Post-Graduate,1,1,2.0,64.0,5.26,4.08,1,60-74%,D
STU0888,Male,Business,Urban,Full-Time,Graduate,1,0,3.0,76.0,7.05,6.58,0,75-89%,C
STU0889,Male,Mechanical,Urban,Full-Time,High School,1,0,7.0,49.0,5.28,5.65,1,<60%,C
STU0890,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,1.0,99.0,6.06,6.42,0,90%+,C
STU0891,Female,Arts,Urban,Full-Time,Post-Graduate,0,1,1.0,50.0,9.05,4.94,1,<60%,D
STU0892,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,1,4.0,48.0,5.05,3.89,1,<60%,F
STU0893,Male,Computer Science,Rural,Full-Time,Post-Graduate,1,0,7.0,90.0,6.05,7.96,0,90%+,B
STU0894,Female,Civil,Urban,Full-Time,Graduate,0,0,6.0,40.0,7.37,5.1,1,<60%,D
STU0895,Female,Business,Rural,Full-Time,High School,1,1,3.0,62.0,4.71,5.5,0,60-74%,D
STU0896,Female,Civil,Urban,Full-Time,Graduate,1,0,9.0,79.0,8.99,9.17,0,75-89%,A
STU0897,Female,Business,Semi-Urban,Full-Time,High School,1,1,8.0,64.0,5.62,5.83,0,60-74%,C
STU0898,Male,Arts,Urban,Part-Time,High School,0,0,8.0,73.0,4.87,7.24,0,60-74%,B
STU0899,Male,Business,Semi-Urban,Full-Time,Graduate,0,0,7.0,55.0,7.05,6.72,1,<60%,C
STU0900,Male,Electronics,Urban,Full-Time,Graduate,1,0,2.0,87.0,5.34,5.81,1,75-89%,C
STU0901,Female,Civil,Rural,Full-Time,None,1,1,1.0,85.0,5.45,5.88,0,75-89%,C
STU0902,Male,Business,Urban,Full-Time,Graduate,0,1,3.0,70.0,4.48,5.63,0,60-74%,C
STU0903,Male,Mechanical,Urban,Full-Time,Post-Graduate,1,1,2.0,77.0,5.64,5.96,0,75-89%,C
STU0904,Male,Civil,Urban,Full-Time,Graduate,0,1,9.0,51.0,8.09,7.6,0,<60%,B
STU0905,Female,Arts,Semi-Urban,Part-Time,Post-Graduate,1,0,4.0,46.0,6.75,6.31,1,<60%,C
STU0906,Male,Mechanical,Urban,Part-Time,Graduate,1,1,8.0,79.0,7.05,7.57,0,75-89%,B
STU0907,Male,Business,Urban,Full-Time,High School,1,1,4.0,61.0,8.81,5.69,0,60-74%,C
STU0908,Female,Electronics,Semi-Urban,Part-Time,Graduate,0,0,5.0,80.0,7.16,7.53,0,75-89%,B
STU0909,Male,Civil,Rural,Part-Time,Graduate,0,0,2.0,57.0,8.12,4.59,1,<60%,D
STU0910,Female,Civil,Rural,Part-Time,High School,1,0,9.0,55.0,5.89,6.04,1,<60%,C
STU0911,Female,Electronics,Semi-Urban,Full-Time,Graduate,1,0,8.0,84.0,6.08,8.63,0,75-89%,A
STU0912,Male,Arts,Rural,Full-Time,Graduate,1,0,2.0,40.0,5.98,4.55,1,<60%,D
STU0913,Female,Electronics,Semi-Urban,Full-Time,Post-Graduate,0,1,9.0,47.0,5.67,4.52,1,<60%,D
STU0914,Male,Civil,Urban,Full-Time,Graduate,0,1,6.0,52.0,4.64,4.53,1,<60%,D
STU0915,Female,Arts,Semi-Urban,Full-Time,Graduate,1,0,5.0,73.0,7.05,6.21,0,60-74%,C
STU0916,Male,Arts,Rural,Full-Time,High School,0,1,5.0,85.0,5.87,7.83,0,75-89%,B
STU0917,Male,Arts,Semi-Urban,Part-Time,Post-Graduate,1,1,4.0,88.0,7.83,7.5,0,75-89%,B
STU0918,Male,Arts,Rural,Full-Time,Graduate,1,0,5.0,84.0,5.2,6.87,0,75-89%,C
STU0919,Female,Business,Rural,Full-Time,Graduate,1,0,6.0,88.0,8.55,8.26,0,75-89%,B
STU0920,Male,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,0,6.0,88.0,4.18,6.57,0,75-89%,C
STU0921,Male,Civil,Urban,Part-Time,High School,1,0,3.0,87.0,6.99,7.37,0,75-89%,B
STU0922,Male,Mechanical,Urban,Full-Time,None,0,0,7.0,67.0,9.1,6.65,0,60-74%,C
STU0923,Male,Mechanical,Rural,Full-Time,High School,1,0,5.0,98.0,4.82,6.62,0,90%+,C
STU0924,Female,Arts,Urban,Full-Time,Graduate,0,1,6.0,70.0,5.83,3.81,0,60-74%,F
STU0925,Male,Computer Science,Semi-Urban,Full-Time,Graduate,0,0,1.0,91.0,8.48,5.97,0,90%+,C
STU0926,Male,Computer Science,Semi-Urban,Full-Time,Graduate,0,0,5.0,52.0,4.66,5.4,1,<60%,D
STU0927,Female,Electronics,Semi-Urban,Full-Time,High School,1,1,8.0,53.0,9.75,7.96,1,<60%,B
STU0928,Female,Civil,Urban,Full-Time,High School,1,1,8.0,70.0,7.89,8.04,0,60-74%,B
STU0929,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,0,2.0,57.0,5.54,4.66,1,<60%,D
STU0930,Female,Arts,Semi-Urban,Part-Time,High School,1,0,1.0,96.0,8.97,8.0,0,90%+,B
STU0931,Female,Business,Rural,Part-Time,Graduate,0,0,1.0,89.0,8.4,5.66,0,75-89%,C
STU0932,Female,Electronics,Rural,Full-Time,Graduate,1,0,5.0,48.0,7.03,6.35,1,<60%,C
STU0933,Male,Civil,Urban,Part-Time,High School,1,0,7.0,53.0,4.76,4.59,1,<60%,D
STU0934,Female,Computer Science,Rural,Full-Time,High School,1,1,7.0,61.0,4.4,5.71,0,60-74%,C
STU0935,Male,Electronics,Semi-Urban,Full-Time,Post-Graduate,0,0,6.0,77.0,4.43,6.74,0,75-89%,C
STU0936,Female,Business,Rural,Full-Time,Post-Graduate,1,0,4.0,68.0,5.03,5.45,0,60-74%,D
STU0937,Female,Business,Urban,Part-Time,Graduate,1,0,5.0,80.0,6.17,7.18,0,75-89%,B
STU0938,Female,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,1,3.0,44.0,6.03,5.0,0,<60%,D
STU0939,Male,Civil,Urban,Full-Time,None,1,0,8.0,44.0,8.04,6.41,1,<60%,C
STU0940,Female,Electronics,Urban,Part-Time,Post-Graduate,0,1,5.0,70.0,6.43,7.47,0,60-74%,B
STU0941,Female,Business,Semi-Urban,Full-Time,High School,1,0,9.0,69.0,7.35,6.77,0,60-74%,C
STU0942,Female,Electronics,Urban,Full-Time,Graduate,1,1,6.0,40.0,4.25,4.23,1,<60%,D
STU0943,Female,Arts,Urban,Part-Time,Graduate,0,0,5.0,72.0,7.05,5.45,0,60-74%,D
STU0944,Female,Computer Science,Urban,Part-Time,Post-Graduate,1,0,4.0,70.0,8.6,8.35,0,60-74%,B
STU0945,Female,Civil,Urban,Part-Time,Graduate,1,0,9.0,92.0,8.36,9.3,0,90%+,A
STU0946,Female,Computer Science,Semi-Urban,Part-Time,None,1,1,4.0,92.0,8.86,8.47,0,90%+,B
STU0947,Male,Civil,Semi-Urban,Full-Time,Graduate,1,0,1.0,42.0,9.14,6.15,1,<60%,C
STU0948,Male,Computer Science,Urban,Full-Time,High School,0,1,3.0,74.0,5.44,4.73,1,60-74%,D
STU0949,Male,Arts,Urban,Part-Time,Graduate,1,1,4.0,53.0,5.44,5.12,1,<60%,D
STU0950,Male,Computer Science,Rural,Full-Time,Post-Graduate,0,0,1.0,61.0,9.23,5.96,0,60-74%,C
STU0951,Female,Civil,Semi-Urban,Part-Time,Graduate,1,0,3.0,95.0,5.32,5.64,0,90%+,C
STU0952,Male,Business,Semi-Urban,Part-Time,High School,0,1,7.0,99.0,9.51,8.92,0,90%+,A
STU0953,Female,Electronics,Urban,Full-Time,None,1,0,9.0,87.0,8.09,9.18,0,75-89%,A
STU0954,Male,Arts,Urban,Full-Time,Post-Graduate,1,1,3.0,46.0,6.53,4.53,1,<60%,D
STU0955,Female,Civil,Urban,Full-Time,Graduate,0,0,4.0,72.0,9.17,7.02,0,60-74%,B
STU0956,Male,Civil,Urban,Full-Time,Graduate,1,0,2.0,46.0,5.59,2.57,1,<60%,F
STU0957,Female,Mechanical,Rural,Full-Time,Graduate,1,0,7.0,99.0,4.38,7.22,0,90%+,B
STU0958,Female,Electronics,Rural,Full-Time,Graduate,1,1,8.0,50.0,7.25,7.94,1,<60%,B
STU0959,Male,Mechanical,Rural,Full-Time,None,0,0,8.0,62.0,6.34,6.55,0,60-74%,C
STU0960,Male,Arts,Urban,Full-Time,High School,0,0,5.0,87.0,8.27,8.54,0,75-89%,A
STU0961,Female,Electronics,Rural,Full-Time,High School,1,1,5.0,88.0,6.6,6.89,0,75-89%,C
STU0962,Male,Computer Science,Semi-Urban,Full-Time,Post-Graduate,0,0,3.0,76.0,4.47,5.68,0,75-89%,C
STU0963,Female,Electronics,Urban,Part-Time,Graduate,1,1,4.0,66.0,5.83,4.94,0,60-74%,D
STU0964,Male,Arts,Urban,Part-Time,Graduate,1,1,9.0,79.0,8.38,8.0,0,75-89%,B
STU0965,Female,Computer Science,Rural,Full-Time,Post-Graduate,1,0,6.0,87.0,9.99,9.09,0,75-89%,A
STU0966,Male,Business,Urban,Full-Time,None,0,0,6.0,40.0,7.17,5.49,1,<60%,D
STU0967,Male,Business,Urban,Full-Time,Graduate,1,1,9.0,51.0,6.85,6.16,0,<60%,C
STU0968,Female,Mechanical,Semi-Urban,Full-Time,High School,0,1,2.0,70.0,8.9,4.82,1,60-74%,D
STU0969,Male,Electronics,Urban,Full-Time,Graduate,1,0,2.0,56.0,9.76,5.25,1,<60%,D
STU0970,Male,Civil,Urban,Full-Time,Graduate,1,1,7.0,95.0,8.15,7.64,0,90%+,B
STU0971,Female,Electronics,Semi-Urban,Full-Time,Post-Graduate,1,0,7.0,78.0,7.79,7.0,0,75-89%,C
STU0972,Female,Computer Science,Urban,Part-Time,Graduate,1,0,2.0,70.0,8.56,7.56,1,60-74%,B
STU0973,Female,Mechanical,Rural,Full-Time,None,0,0,8.0,74.0,9.94,9.53,0,60-74%,A
